median_distance_from_home,Not Sweden,f,freq
0.0,0.0,-0.0063739616533269846,0.0
0.0,0.011235955056179803,-0.0063739616533269846,0.0
0.0,0.0966962755181549,-0.0063739616533269846,0.0
0.0,0.11579414374445429,-0.0063739616533269846,0.0
0.0,0.14576743242370865,-0.0063739616533269846,0.0
0.0,0.1757182676538277,-0.0063739616533269846,0.0
0.0,0.19347230675593433,-0.0010655549279086805,0.0
0.0,0.2201694915254237,-0.0008775235960410256,0.0
0.0,0.22314560439560438,0.0015466698840118026,0.0
0.0,0.23155918582438578,0.0015466698840118026,0.0
0.0,0.24353400222965443,0.0015466698840118026,0.0
0.0,0.26929030721600383,0.0015466698840118026,0.0
0.0,0.29235267656320285,0.0028454083914767007,0.0
0.0,0.32044292783729406,0.0040158868581993004,0.0
0.0,0.3489570759499783,0.005823649095420552,0.0
0.0,0.37469806763285024,0.005823649095420552,0.0
0.0,0.3927848467322152,0.005823649095420552,0.0
0.0,0.42031767225792094,0.005823649095420552,0.0
0.0,0.43814874264312464,0.005823649095420552,0.0
0.0,0.46675687866486243,0.005823649095420552,0.0
0.0,0.48362570859506665,0.005823649095420552,0.0
0.0,0.49959083469721766,0.005823649095420552,0.0
0.0,0.5060415024954033,0.005823649095420552,0.0
0.0,0.5311720884244442,0.005823649095420552,0.0
0.0,0.5571807327532519,0.005823649095420552,0.0
0.0,0.5822948446145095,0.005823649095420552,0.0
0.0,0.6035066183042446,0.005823649095420552,0.0
0.0,0.6217458364537641,0.005823649095420552,0.0
0.0,0.6456939488551887,0.005823649095420552,0.0
0.0,0.6999501495513459,0.005823649095420552,0.0
0.007584472322506031,0.0,-0.0063739616533269846,0.0
0.007584472322506031,0.011235955056179803,-0.0063739616533269846,15042.0
0.007584472322506031,0.0966962755181549,-0.0063739616533269846,3184.0
0.007584472322506031,0.11579414374445429,-0.0063739616533269846,3180.0
0.007584472322506031,0.14576743242370865,-0.0063739616533269846,2867.0
0.007584472322506031,0.1757182676538277,-0.0063739616533269846,3271.0
0.007584472322506031,0.19347230675593433,-0.0010655549279086805,3412.0
0.007584472322506031,0.2201694915254237,-0.0008775235960410256,3542.0
0.007584472322506031,0.22314560439560438,0.0015466698840118026,3794.0
0.007584472322506031,0.23155918582438578,0.0015466698840118026,3583.0
0.007584472322506031,0.24353400222965443,0.0015466698840118026,3194.0
0.007584472322506031,0.26929030721600383,0.0015466698840118026,3397.0
0.007584472322506031,0.29235267656320285,0.0028454083914767007,3255.0
0.007584472322506031,0.32044292783729406,0.0040158868581993004,3181.0
0.007584472322506031,0.3489570759499783,0.005823649095420552,3290.0
0.007584472322506031,0.37469806763285024,0.005823649095420552,3577.0
0.007584472322506031,0.3927848467322152,0.005823649095420552,3539.0
0.007584472322506031,0.42031767225792094,0.005823649095420552,3565.0
0.007584472322506031,0.43814874264312464,0.005823649095420552,3537.0
0.007584472322506031,0.46675687866486243,0.005823649095420552,3624.0
0.007584472322506031,0.48362570859506665,0.005823649095420552,3582.0
0.007584472322506031,0.49959083469721766,0.005823649095420552,3954.0
0.007584472322506031,0.5060415024954033,0.005823649095420552,4308.0
0.007584472322506031,0.5311720884244442,0.005823649095420552,3833.0
0.007584472322506031,0.5571807327532519,0.005823649095420552,3729.0
0.007584472322506031,0.5822948446145095,0.005823649095420552,3914.0
0.007584472322506031,0.6035066183042446,0.005823649095420552,3711.0
0.007584472322506031,0.6217458364537641,0.005823649095420552,4073.0
0.007584472322506031,0.6456939488551887,0.005823649095420552,3935.0
0.007584472322506031,0.6999501495513459,0.005823649095420552,3783.0
0.06883615905328355,0.0,-0.0063739616533269846,0.0
0.06883615905328355,0.011235955056179803,-0.0063739616533269846,278.0
0.06883615905328355,0.0966962755181549,-0.0063739616533269846,113.0
0.06883615905328355,0.11579414374445429,-0.0063739616533269846,77.0
0.06883615905328355,0.14576743242370865,-0.0063739616533269846,106.0
0.06883615905328355,0.1757182676538277,-0.0063739616533269846,152.0
0.06883615905328355,0.19347230675593433,-0.0010655549279086805,98.0
0.06883615905328355,0.2201694915254237,-0.0008775235960410256,145.0
0.06883615905328355,0.22314560439560438,0.0015466698840118026,6.0
0.06883615905328355,0.23155918582438578,0.0015466698840118026,53.0
0.06883615905328355,0.24353400222965443,0.0015466698840118026,70.0
0.06883615905328355,0.26929030721600383,0.0015466698840118026,163.0
0.06883615905328355,0.29235267656320285,0.0028454083914767007,128.0
0.06883615905328355,0.32044292783729406,0.0040158868581993004,167.0
0.06883615905328355,0.3489570759499783,0.005823649095420552,177.0
0.06883615905328355,0.37469806763285024,0.005823649095420552,94.0
0.06883615905328355,0.3927848467322152,0.005823649095420552,99.0
0.06883615905328355,0.42031767225792094,0.005823649095420552,177.0
0.06883615905328355,0.43814874264312464,0.005823649095420552,127.0
0.06883615905328355,0.46675687866486243,0.005823649095420552,212.0
0.06883615905328355,0.48362570859506665,0.005823649095420552,121.0
0.06883615905328355,0.49959083469721766,0.005823649095420552,82.0
0.06883615905328355,0.5060415024954033,0.005823649095420552,78.0
0.06883615905328355,0.5311720884244442,0.005823649095420552,175.0
0.06883615905328355,0.5571807327532519,0.005823649095420552,137.0
0.06883615905328355,0.5822948446145095,0.005823649095420552,180.0
0.06883615905328355,0.6035066183042446,0.005823649095420552,180.0
0.06883615905328355,0.6217458364537641,0.005823649095420552,184.0
0.06883615905328355,0.6456939488551887,0.005823649095420552,144.0
0.06883615905328355,0.6999501495513459,0.005823649095420552,197.0
0.14965885660311073,0.0,-0.0063739616533269846,0.0
0.14965885660311073,0.011235955056179803,-0.0063739616533269846,175.0
0.14965885660311073,0.0966962755181549,-0.0063739616533269846,91.0
0.14965885660311073,0.11579414374445429,-0.0063739616533269846,68.0
0.14965885660311073,0.14576743242370865,-0.0063739616533269846,147.0
0.14965885660311073,0.1757182676538277,-0.0063739616533269846,140.0
0.14965885660311073,0.19347230675593433,-0.0010655549279086805,80.0
0.14965885660311073,0.2201694915254237,-0.0008775235960410256,124.0
0.14965885660311073,0.22314560439560438,0.0015466698840118026,88.0
0.14965885660311073,0.23155918582438578,0.0015466698840118026,42.0
0.14965885660311073,0.24353400222965443,0.0015466698840118026,87.0
0.14965885660311073,0.26929030721600383,0.0015466698840118026,131.0
0.14965885660311073,0.29235267656320285,0.0028454083914767007,104.0
0.14965885660311073,0.32044292783729406,0.0040158868581993004,180.0
0.14965885660311073,0.3489570759499783,0.005823649095420552,150.0
0.14965885660311073,0.37469806763285024,0.005823649095420552,108.0
0.14965885660311073,0.3927848467322152,0.005823649095420552,102.0
0.14965885660311073,0.42031767225792094,0.005823649095420552,157.0
0.14965885660311073,0.43814874264312464,0.005823649095420552,123.0
0.14965885660311073,0.46675687866486243,0.005823649095420552,196.0
0.14965885660311073,0.48362570859506665,0.005823649095420552,83.0
0.14965885660311073,0.49959083469721766,0.005823649095420552,99.0
0.14965885660311073,0.5060415024954033,0.005823649095420552,98.0
0.14965885660311073,0.5311720884244442,0.005823649095420552,169.0
0.14965885660311073,0.5571807327532519,0.005823649095420552,159.0
0.14965885660311073,0.5822948446145095,0.005823649095420552,197.0
0.14965885660311073,0.6035066183042446,0.005823649095420552,215.0
0.14965885660311073,0.6217458364537641,0.005823649095420552,198.0
0.14965885660311073,0.6456939488551887,0.005823649095420552,189.0
0.14965885660311073,0.6999501495513459,0.005823649095420552,247.0
0.2136692759859926,0.0,-0.005480452277379579,0.0
0.2136692759859926,0.011235955056179803,-0.005480452277379579,181.0
0.2136692759859926,0.0966962755181549,-0.005480452277379579,171.0
0.2136692759859926,0.11579414374445429,-0.005480452277379579,12.0
0.2136692759859926,0.14576743242370865,-0.005480452277379579,97.0
0.2136692759859926,0.1757182676538277,-0.005480452277379579,88.0
0.2136692759859926,0.19347230675593433,-0.00017204555196127447,53.0
0.2136692759859926,0.2201694915254237,1.5985779906380414e-05,125.0
0.2136692759859926,0.22314560439560438,0.002440179259959208,561.0
0.2136692759859926,0.23155918582438578,0.002440179259959208,27.0
0.2136692759859926,0.24353400222965443,0.002440179259959208,60.0
0.2136692759859926,0.26929030721600383,0.002440179259959208,103.0
0.2136692759859926,0.29235267656320285,0.0037389177674241065,103.0
0.2136692759859926,0.32044292783729406,0.004909396234146706,116.0
0.2136692759859926,0.3489570759499783,0.005823649095420552,151.0
0.2136692759859926,0.37469806763285024,0.005823649095420552,122.0
0.2136692759859926,0.3927848467322152,0.005823649095420552,489.0
0.2136692759859926,0.42031767225792094,0.005823649095420552,99.0
0.2136692759859926,0.43814874264312464,0.005823649095420552,88.0
0.2136692759859926,0.46675687866486243,0.005823649095420552,119.0
0.2136692759859926,0.48362570859506665,0.005823649095420552,80.0
0.2136692759859926,0.49959083469721766,0.005823649095420552,69.0
0.2136692759859926,0.5060415024954033,0.005823649095420552,369.0
0.2136692759859926,0.5311720884244442,0.005823649095420552,116.0
0.2136692759859926,0.5571807327532519,0.005823649095420552,132.0
0.2136692759859926,0.5822948446145095,0.005823649095420552,119.0
0.2136692759859926,0.6035066183042446,0.005823649095420552,93.0
0.2136692759859926,0.6217458364537641,0.005823649095420552,133.0
0.2136692759859926,0.6456939488551887,0.005823649095420552,55.0
0.2136692759859926,0.6999501495513459,0.005823649095420552,131.0
0.333658110343535,0.0,-0.005480452277379579,0.0
0.333658110343535,0.011235955056179803,-0.005480452277379579,215.0
0.333658110343535,0.0966962755181549,-0.005480452277379579,153.0
0.333658110343535,0.11579414374445429,-0.005480452277379579,80.0
0.333658110343535,0.14576743242370865,-0.005480452277379579,182.0
0.333658110343535,0.1757182676538277,-0.005480452277379579,169.0
0.333658110343535,0.19347230675593433,-0.00017204555196127447,87.0
0.333658110343535,0.2201694915254237,1.5985779906380414e-05,140.0
0.333658110343535,0.22314560439560438,0.002440179259959208,22.0
0.333658110343535,0.23155918582438578,0.002440179259959208,33.0
0.333658110343535,0.24353400222965443,0.002440179259959208,56.0
0.333658110343535,0.26929030721600383,0.002440179259959208,149.0
0.333658110343535,0.29235267656320285,0.0037389177674241065,133.0
0.333658110343535,0.32044292783729406,0.004909396234146706,160.0
0.333658110343535,0.3489570759499783,0.005823649095420552,190.0
0.333658110343535,0.37469806763285024,0.005823649095420552,114.0
0.333658110343535,0.3927848467322152,0.005823649095420552,81.0
0.333658110343535,0.42031767225792094,0.005823649095420552,236.0
0.333658110343535,0.43814874264312464,0.005823649095420552,58.0
0.333658110343535,0.46675687866486243,0.005823649095420552,170.0
0.333658110343535,0.48362570859506665,0.005823649095420552,112.0
0.333658110343535,0.49959083469721766,0.005823649095420552,131.0
0.333658110343535,0.5060415024954033,0.005823649095420552,54.0
0.333658110343535,0.5311720884244442,0.005823649095420552,207.0
0.333658110343535,0.5571807327532519,0.005823649095420552,159.0
0.333658110343535,0.5822948446145095,0.005823649095420552,222.0
0.333658110343535,0.6035066183042446,0.005823649095420552,171.0
0.333658110343535,0.6217458364537641,0.005823649095420552,123.0
0.333658110343535,0.6456939488551887,0.005823649095420552,144.0
0.333658110343535,0.6999501495513459,0.005823649095420552,207.0
0.40946201526053727,0.0,-0.005480452277379579,0.0
0.40946201526053727,0.011235955056179803,-0.005480452277379579,694.0
0.40946201526053727,0.0966962755181549,-0.005480452277379579,187.0
0.40946201526053727,0.11579414374445429,-0.005480452277379579,57.0
0.40946201526053727,0.14576743242370865,-0.005480452277379579,194.0
0.40946201526053727,0.1757182676538277,-0.005480452277379579,74.0
0.40946201526053727,0.19347230675593433,-0.00017204555196127447,76.0
0.40946201526053727,0.2201694915254237,1.5985779906380414e-05,162.0
0.40946201526053727,0.22314560439560438,0.002440179259959208,20.0
0.40946201526053727,0.23155918582438578,0.002440179259959208,137.0
0.40946201526053727,0.24353400222965443,0.002440179259959208,104.0
0.40946201526053727,0.26929030721600383,0.002440179259959208,67.0
0.40946201526053727,0.29235267656320285,0.0037389177674241065,199.0
0.40946201526053727,0.32044292783729406,0.004909396234146706,117.0
0.40946201526053727,0.3489570759499783,0.005823649095420552,82.0
0.40946201526053727,0.37469806763285024,0.005823649095420552,101.0
0.40946201526053727,0.3927848467322152,0.005823649095420552,102.0
0.40946201526053727,0.42031767225792094,0.005823649095420552,87.0
0.40946201526053727,0.43814874264312464,0.005823649095420552,162.0
0.40946201526053727,0.46675687866486243,0.005823649095420552,113.0
0.40946201526053727,0.48362570859506665,0.005823649095420552,117.0
0.40946201526053727,0.49959083469721766,0.005823649095420552,345.0
0.40946201526053727,0.5060415024954033,0.005823649095420552,47.0
0.40946201526053727,0.5311720884244442,0.005823649095420552,139.0
0.40946201526053727,0.5571807327532519,0.005823649095420552,74.0
0.40946201526053727,0.5822948446145095,0.005823649095420552,162.0
0.40946201526053727,0.6035066183042446,0.005823649095420552,127.0
0.40946201526053727,0.6217458364537641,0.005823649095420552,68.0
0.40946201526053727,0.6456939488551887,0.005823649095420552,92.0
0.40946201526053727,0.6999501495513459,0.005823649095420552,114.0
0.5297370422334282,0.0,-0.005480452277379579,0.0
0.5297370422334282,0.011235955056179803,-0.005480452277379579,389.0
0.5297370422334282,0.0966962755181549,-0.005480452277379579,169.0
0.5297370422334282,0.11579414374445429,-0.005480452277379579,141.0
0.5297370422334282,0.14576743242370865,-0.005480452277379579,183.0
0.5297370422334282,0.1757182676538277,-0.005480452277379579,133.0
0.5297370422334282,0.19347230675593433,-0.00017204555196127447,326.0
0.5297370422334282,0.2201694915254237,1.5985779906380414e-05,143.0
0.5297370422334282,0.22314560439560438,0.002440179259959208,12.0
0.5297370422334282,0.23155918582438578,0.002440179259959208,78.0
0.5297370422334282,0.24353400222965443,0.002440179259959208,78.0
0.5297370422334282,0.26929030721600383,0.002440179259959208,202.0
0.5297370422334282,0.29235267656320285,0.0037389177674241065,137.0
0.5297370422334282,0.32044292783729406,0.004909396234146706,142.0
0.5297370422334282,0.3489570759499783,0.005823649095420552,148.0
0.5297370422334282,0.37469806763285024,0.005823649095420552,171.0
0.5297370422334282,0.3927848467322152,0.005823649095420552,106.0
0.5297370422334282,0.42031767225792094,0.005823649095420552,116.0
0.5297370422334282,0.43814874264312464,0.005823649095420552,99.0
0.5297370422334282,0.46675687866486243,0.005823649095420552,143.0
0.5297370422334282,0.48362570859506665,0.005823649095420552,90.0
0.5297370422334282,0.49959083469721766,0.005823649095420552,60.0
0.5297370422334282,0.5060415024954033,0.005823649095420552,27.0
0.5297370422334282,0.5311720884244442,0.005823649095420552,206.0
0.5297370422334282,0.5571807327532519,0.005823649095420552,159.0
0.5297370422334282,0.5822948446145095,0.005823649095420552,151.0
0.5297370422334282,0.6035066183042446,0.005823649095420552,132.0
0.5297370422334282,0.6217458364537641,0.005823649095420552,147.0
0.5297370422334282,0.6456939488551887,0.005823649095420552,92.0
0.5297370422334282,0.6999501495513459,0.005823649095420552,113.0
0.6806200477887216,0.0,-0.005480452277379579,0.0
0.6806200477887216,0.011235955056179803,-0.005480452277379579,269.0
0.6806200477887216,0.0966962755181549,-0.005480452277379579,133.0
0.6806200477887216,0.11579414374445429,-0.005480452277379579,282.0
0.6806200477887216,0.14576743242370865,-0.005480452277379579,130.0
0.6806200477887216,0.1757182676538277,-0.005480452277379579,236.0
0.6806200477887216,0.19347230675593433,-0.00017204555196127447,330.0
0.6806200477887216,0.2201694915254237,1.5985779906380414e-05,175.0
0.6806200477887216,0.22314560439560438,0.002440179259959208,19.0
0.6806200477887216,0.23155918582438578,0.002440179259959208,59.0
0.6806200477887216,0.24353400222965443,0.002440179259959208,72.0
0.6806200477887216,0.26929030721600383,0.002440179259959208,187.0
0.6806200477887216,0.29235267656320285,0.0037389177674241065,105.0
0.6806200477887216,0.32044292783729406,0.004909396234146706,144.0
0.6806200477887216,0.3489570759499783,0.005823649095420552,128.0
0.6806200477887216,0.37469806763285024,0.005823649095420552,178.0
0.6806200477887216,0.3927848467322152,0.005823649095420552,132.0
0.6806200477887216,0.42031767225792094,0.005823649095420552,125.0
0.6806200477887216,0.43814874264312464,0.005823649095420552,89.0
0.6806200477887216,0.46675687866486243,0.005823649095420552,110.0
0.6806200477887216,0.48362570859506665,0.005823649095420552,80.0
0.6806200477887216,0.49959083469721766,0.005823649095420552,72.0
0.6806200477887216,0.5060415024954033,0.005823649095420552,84.0
0.6806200477887216,0.5311720884244442,0.005823649095420552,135.0
0.6806200477887216,0.5571807327532519,0.005823649095420552,115.0
0.6806200477887216,0.5822948446145095,0.005823649095420552,160.0
0.6806200477887216,0.6035066183042446,0.005823649095420552,131.0
0.6806200477887216,0.6217458364537641,0.005823649095420552,93.0
0.6806200477887216,0.6456939488551887,0.005823649095420552,82.0
0.6806200477887216,0.6999501495513459,0.005823649095420552,147.0
0.7844298813101673,0.0,-0.0025534513598996257,0.0
0.7844298813101673,0.011235955056179803,-0.0025534513598996257,195.0
0.7844298813101673,0.0966962755181549,-0.0025534513598996257,138.0
0.7844298813101673,0.11579414374445429,-0.0025534513598996257,73.0
0.7844298813101673,0.14576743242370865,-0.0025534513598996257,96.0
0.7844298813101673,0.1757182676538277,-0.0025534513598996257,77.0
0.7844298813101673,0.19347230675593433,-0.0015869974059363559,208.0
0.7844298813101673,0.2201694915254237,-0.0013989660740687008,47.0
0.7844298813101673,0.22314560439560438,0.0005269906486207865,10.0
0.7844298813101673,0.23155918582438578,0.0005269906486207865,456.0
0.7844298813101673,0.24353400222965443,0.0005269906486207865,429.0
0.7844298813101673,0.26929030721600383,0.0005269906486207865,70.0
0.7844298813101673,0.29235267656320285,-0.00024108857363809482,143.0
0.7844298813101673,0.32044292783729406,-0.0006545651896219123,79.0
0.7844298813101673,0.3489570759499783,-0.00015463364106163156,64.0
0.7844298813101673,0.37469806763285024,-0.00015463364106163156,87.0
0.7844298813101673,0.3927848467322152,-0.00015463364106163156,36.0
0.7844298813101673,0.42031767225792094,-0.00015463364106163156,71.0
0.7844298813101673,0.43814874264312464,-0.00015463364106163156,41.0
0.7844298813101673,0.46675687866486243,-0.00015463364106163156,53.0
0.7844298813101673,0.48362570859506665,-0.0003212515649680385,392.0
0.7844298813101673,0.49959083469721766,-0.0003212515649680385,97.0
0.7844298813101673,0.5060415024954033,-0.0005328521387697506,67.0
0.7844298813101673,0.5311720884244442,-0.0005328521387697506,110.0
0.7844298813101673,0.5571807327532519,-0.0005328521387697506,230.0
0.7844298813101673,0.5822948446145095,-0.0005328521387697506,79.0
0.7844298813101673,0.6035066183042446,-0.0005328521387697506,265.0
0.7844298813101673,0.6217458364537641,-0.0005328521387697506,89.0
0.7844298813101673,0.6456939488551887,-0.0005328521387697506,248.0
0.7844298813101673,0.6999501495513459,-0.0005328521387697506,44.0
0.9351191118385955,0.0,-0.0025534513598996257,0.0
0.9351191118385955,0.011235955056179803,-0.0025534513598996257,937.0
0.9351191118385955,0.0966962755181549,-0.0025534513598996257,203.0
